Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,cluster
Male,disloyal Customer,22,Business travel,Eco,377,3,0,3,2,3,3,2,3,1,2,4,5,3,3,44,38.0,0
Female,Loyal Customer,17,Personal Travel,Eco Plus,356,3,4,3,2,5,3,5,5,3,5,4,3,5,5,0,11.0,1
Male,Loyal Customer,59,Business travel,Business,606,5,5,5,5,3,5,5,4,4,5,4,3,4,4,6,0.0,1
Male,Loyal Customer,39,Business travel,Business,3226,5,5,5,5,3,4,5,4,4,4,5,3,4,4,12,7.0,1
Male,Loyal Customer,19,Personal Travel,Eco Plus,748,2,4,2,3,3,2,3,3,5,2,4,4,5,3,0,0.0,0
Male,disloyal Customer,20,Business travel,Eco,984,3,3,3,4,2,3,2,2,4,2,4,3,3,2,1,0.0,0
Female,Loyal Customer,32,Business travel,Business,957,1,1,4,1,4,4,4,4,4,3,5,3,5,4,1,2.0,1
Female,Loyal Customer,34,Business travel,Business,3916,3,4,2,2,2,3,3,3,3,3,3,2,3,3,1,21.0,0
Female,Loyal Customer,48,Business travel,Business,2501,3,3,3,3,5,4,4,5,5,5,5,4,5,4,0,0.0,1
Female,Loyal Customer,38,Personal Travel,Eco,248,1,4,0,2,4,0,4,4,3,4,4,5,4,4,70,75.0,0
Male,Loyal Customer,31,Business travel,Business,397,2,1,1,1,2,2,2,2,1,3,3,1,3,2,14,6.0,0
Male,Loyal Customer,46,Business travel,Business,4000,3,3,3,3,4,2,1,4,4,4,4,3,4,4,9,20.0,1
Female,Loyal Customer,43,Personal Travel,Eco,1797,4,4,4,1,4,3,4,5,5,4,5,5,5,3,33,15.0,1
Male,disloyal Customer,16,Business travel,Eco,781,3,3,3,5,3,3,3,3,5,2,5,3,4,3,4,3.0,0
Male,Loyal Customer,62,Personal Travel,Eco,1504,1,5,1,3,5,1,5,5,4,3,4,5,1,5,57,59.0,1
Male,Loyal Customer,26,Personal Travel,Eco Plus,337,1,1,1,3,2,1,2,2,3,3,3,4,3,2,0,0.0,0
Female,Loyal Customer,47,Business travel,Business,528,2,2,2,2,5,5,4,4,4,4,4,4,4,4,0,0.0,1
Female,disloyal Customer,33,Business travel,Eco,67,2,0,2,1,5,2,3,5,3,5,1,4,5,5,0,0.0,1
Female,Loyal Customer,44,Business travel,Business,1767,0,5,0,1,5,5,4,5,5,5,5,3,5,3,0,0.0,1
Female,Loyal Customer,19,Personal Travel,Eco Plus,3365,2,5,2,4,2,3,3,5,5,3,2,3,3,3,0,0.0,0
Female,Loyal Customer,37,Business travel,Business,2277,3,3,3,3,1,3,4,5,5,5,5,5,5,5,0,26.0,1
Male,Loyal Customer,54,Business travel,Business,2279,2,2,2,2,2,5,5,5,5,5,5,4,5,4,0,13.0,1
Male,Loyal Customer,38,Personal Travel,Eco,744,1,3,1,4,1,1,1,1,5,3,3,5,3,1,0,14.0,0
Male,Loyal Customer,39,Business travel,Eco,457,4,2,2,2,4,4,4,4,5,5,2,5,3,4,1,0.0,1
Female,Loyal Customer,40,Business travel,Eco,978,5,3,3,3,5,5,5,5,4,2,4,4,4,5,0,3.0,1
Female,Loyal Customer,48,Business travel,Business,196,4,4,4,4,2,5,4,5,5,5,4,3,5,4,0,0.0,1
Male,Loyal Customer,34,Business travel,Eco Plus,408,4,4,4,4,4,4,4,4,1,1,4,1,4,4,0,0.0,1
Male,Loyal Customer,20,Business travel,Business,1726,5,5,5,5,2,2,2,2,5,5,5,5,4,2,14,0.0,1
Female,Loyal Customer,41,Business travel,Business,406,4,4,4,4,5,5,4,5,5,5,5,3,5,3,0,4.0,1
Male,Loyal Customer,37,Business travel,Eco Plus,170,5,2,5,2,5,5,5,5,5,5,1,4,5,5,0,0.0,1
Male,disloyal Customer,28,Business travel,Eco,468,2,1,2,3,1,2,1,1,4,4,4,1,4,1,0,0.0,0
Male,Loyal Customer,48,Business travel,Eco,2355,4,1,2,2,4,4,4,4,4,3,4,1,5,4,0,0.0,1
Female,Loyal Customer,51,Business travel,Business,431,5,5,5,5,3,4,4,5,5,5,5,4,5,4,0,0.0,1
Male,Loyal Customer,44,Business travel,Business,1998,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0.0,1
Female,Loyal Customer,53,Business travel,Business,280,3,5,5,5,1,4,4,3,3,3,3,2,3,1,74,100.0,0
Male,Loyal Customer,7,Personal Travel,Eco,1276,2,4,2,1,3,2,1,3,4,2,5,5,5,3,0,0.0,0
Female,Loyal Customer,35,Business travel,Business,3579,2,2,2,2,2,4,4,5,5,5,5,4,5,5,70,57.0,1
Female,Loyal Customer,60,Business travel,Business,993,5,5,5,5,5,5,4,4,4,4,4,5,4,3,0,0.0,1
Female,disloyal Customer,24,Business travel,Business,449,0,0,0,1,2,0,2,2,2,2,5,2,2,2,11,0.0,0
Female,Loyal Customer,39,Business travel,Business,2388,0,0,0,4,3,4,4,2,2,2,2,3,2,3,41,32.0,0
Female,Loyal Customer,69,Personal Travel,Eco Plus,139,4,5,4,1,3,5,4,2,2,4,2,5,2,3,0,0.0,0
Female,disloyal Customer,20,Business travel,Business,447,5,4,5,2,5,5,5,5,5,2,5,5,4,5,4,11.0,1
Female,Loyal Customer,29,Business travel,Business,1576,4,3,4,4,4,4,4,4,3,4,1,5,1,4,0,0.0,1
Female,disloyal Customer,28,Business travel,Eco,371,2,2,2,4,5,2,5,5,1,5,3,2,3,5,0,0.0,1
Female,Loyal Customer,48,Business travel,Eco,1576,3,2,2,2,3,3,2,2,2,3,2,1,2,1,71,91.0,0
Male,Loyal Customer,70,Personal Travel,Eco,1747,1,1,1,3,2,1,2,2,1,4,3,3,4,2,0,0.0,0
Female,Loyal Customer,58,Business travel,Business,1805,3,3,3,3,3,4,5,5,5,5,5,3,5,5,12,15.0,1
Male,disloyal Customer,26,Business travel,Business,425,1,0,1,5,2,1,2,2,4,4,4,3,5,2,0,2.0,0
Female,Loyal Customer,52,Business travel,Business,1663,3,3,3,3,4,5,4,5,5,5,5,4,5,5,40,36.0,1
Male,Loyal Customer,27,Business travel,Business,160,2,2,2,2,5,5,5,5,3,5,4,1,1,5,0,0.0,1
Male,Loyal Customer,56,Business travel,Business,930,4,4,4,4,5,5,5,2,2,2,2,3,2,3,0,0.0,1
Female,Loyal Customer,51,Personal Travel,Eco Plus,299,2,5,3,4,5,5,5,3,3,3,3,5,3,5,9,9.0,1
Male,Loyal Customer,53,Business travel,Business,2789,4,3,4,4,3,4,4,4,4,4,4,2,4,2,0,7.0,1
Male,Loyal Customer,57,Personal Travel,Eco,1521,4,4,4,3,5,4,2,5,3,2,5,3,5,5,5,6.0,1
Female,Loyal Customer,32,Business travel,Eco,101,5,1,1,1,5,5,5,5,4,2,5,4,3,5,0,11.0,1
Female,disloyal Customer,36,Business travel,Eco Plus,548,4,4,4,3,4,4,4,4,5,1,5,3,3,4,0,0.0,1
Female,Loyal Customer,40,Business travel,Business,1620,4,4,4,4,3,5,5,5,5,5,5,4,5,4,75,73.0,1
Male,Loyal Customer,50,Personal Travel,Eco,304,2,3,2,3,2,2,2,2,2,4,3,3,3,2,14,7.0,0
Female,Loyal Customer,52,Business travel,Business,425,2,2,2,2,2,5,5,4,4,4,4,5,4,3,49,45.0,1
Male,Loyal Customer,70,Personal Travel,Eco,2282,3,0,3,2,3,1,5,2,1,5,4,5,1,5,0,14.0,0
Male,Loyal Customer,19,Business travel,Business,776,5,5,5,5,5,5,5,5,4,3,4,5,4,5,4,0.0,1
Female,Loyal Customer,61,Business travel,Eco,351,4,3,5,5,2,4,3,5,5,4,5,4,5,2,0,0.0,1
Male,disloyal Customer,37,Business travel,Eco,261,4,0,4,3,2,4,2,2,4,1,5,5,1,2,0,3.0,0
Male,Loyal Customer,46,Business travel,Business,1744,4,4,4,4,2,5,5,4,4,4,4,3,4,5,29,25.0,1
Female,Loyal Customer,25,Business travel,Business,2684,1,1,1,1,2,2,2,2,5,4,5,4,5,2,10,7.0,0
Male,Loyal Customer,47,Business travel,Business,337,3,3,3,3,5,3,3,3,3,3,3,4,3,3,32,21.0,1
Female,disloyal Customer,35,Business travel,Eco,785,2,2,2,4,1,2,1,1,1,1,4,4,4,1,6,4.0,0
Male,Loyal Customer,44,Business travel,Business,2682,5,5,5,5,5,4,5,5,5,5,4,3,5,4,0,0.0,1
Female,Loyal Customer,56,Personal Travel,Eco Plus,1931,2,4,1,2,4,4,4,4,4,1,5,3,4,5,0,0.0,1
Male,Loyal Customer,56,Business travel,Business,3226,0,4,1,4,5,5,5,1,1,1,1,4,1,4,38,41.0,0
Female,Loyal Customer,56,Business travel,Business,373,1,1,1,1,4,5,4,4,4,4,4,5,4,4,21,54.0,1
Female,Loyal Customer,49,Business travel,Business,2889,3,3,3,3,5,4,5,4,4,4,5,4,4,3,18,18.0,1
Female,Loyal Customer,26,Business travel,Business,533,3,3,4,3,3,2,3,3,1,1,2,1,4,3,42,43.0,0
Male,Loyal Customer,55,Business travel,Business,2075,5,5,3,5,3,3,4,4,4,4,4,4,4,4,0,0.0,1
Female,Loyal Customer,60,Business travel,Business,1506,4,4,4,4,4,5,4,5,5,5,5,3,5,3,8,0.0,1
Female,disloyal Customer,11,Personal Travel,Eco,1325,5,5,5,2,2,5,2,2,3,5,3,5,4,2,5,0.0,0
Male,disloyal Customer,27,Business travel,Business,1144,5,5,5,1,3,5,3,3,4,1,4,1,3,3,0,0.0,1
Female,disloyal Customer,26,Business travel,Eco Plus,1208,2,2,2,4,5,2,5,5,3,2,5,1,5,5,17,10.0,1
Female,disloyal Customer,42,Business travel,Business,1111,5,5,5,2,5,2,2,3,3,3,5,2,4,2,0,0.0,1
Male,disloyal Customer,20,Business travel,Eco,587,3,5,3,5,3,3,2,3,3,2,4,5,5,3,3,4.0,0
Male,Loyal Customer,33,Personal Travel,Eco,374,3,0,3,4,3,3,1,3,5,3,5,3,5,3,9,13.0,0
Female,disloyal Customer,22,Business travel,Business,594,5,4,5,1,2,4,2,2,4,3,4,4,4,2,71,66.0,0
Male,Loyal Customer,41,Personal Travel,Eco,817,1,1,1,1,5,1,5,5,2,1,2,3,2,5,0,0.0,0
Female,disloyal Customer,40,Business travel,Business,405,2,2,2,4,3,2,3,3,5,2,5,5,4,3,0,0.0,1
Male,Loyal Customer,48,Business travel,Eco,196,4,1,1,1,4,4,4,4,1,5,4,2,4,4,1,0.0,1
Male,disloyal Customer,26,Business travel,Business,844,0,0,0,3,2,0,2,2,3,4,5,5,5,2,0,0.0,0
Male,Loyal Customer,15,Business travel,Business,3495,4,5,5,5,4,4,4,4,1,4,3,4,3,4,0,0.0,1
Male,Loyal Customer,35,Personal Travel,Eco,230,2,3,2,4,3,2,2,3,1,4,3,1,3,3,0,23.0,0
Male,Loyal Customer,34,Personal Travel,Eco Plus,528,1,5,1,2,2,1,2,2,5,5,4,3,5,2,127,124.0,0
Female,Loyal Customer,16,Personal Travel,Eco,2007,2,5,2,4,3,2,3,3,3,5,5,5,4,3,3,0.0,1
Female,Loyal Customer,64,Personal Travel,Eco,432,1,5,2,2,1,4,1,4,4,2,4,3,4,4,12,12.0,0
Male,Loyal Customer,17,Personal Travel,Eco,528,1,5,1,1,5,1,5,5,5,4,5,4,4,5,0,0.0,1
Female,Loyal Customer,46,Business travel,Eco,1013,4,2,2,2,5,3,3,4,4,4,4,1,4,1,0,0.0,1
Male,Loyal Customer,36,Business travel,Eco Plus,174,4,5,5,5,4,4,4,4,1,2,3,4,3,4,0,0.0,1
Female,Loyal Customer,53,Business travel,Eco Plus,429,5,2,2,2,5,3,3,5,5,5,5,1,5,3,6,19.0,1
Male,disloyal Customer,25,Business travel,Business,164,4,0,4,4,5,4,1,5,5,5,4,4,5,5,47,57.0,1
Female,Loyal Customer,52,Business travel,Business,2046,5,5,5,5,3,4,5,5,5,5,5,5,5,3,4,0.0,1
Female,Loyal Customer,7,Personal Travel,Eco,680,3,4,3,1,4,3,4,4,3,4,5,3,4,4,0,0.0,1
Male,Loyal Customer,49,Business travel,Business,859,5,5,3,5,3,4,5,5,5,5,5,4,5,4,0,0.0,1
Male,Loyal Customer,16,Personal Travel,Eco,562,3,5,2,2,2,2,2,2,5,2,4,3,5,2,0,0.0,0
Female,disloyal Customer,27,Business travel,Business,1337,3,4,4,2,2,4,2,2,3,4,4,3,5,2,23,20.0,0
Female,Loyal Customer,70,Personal Travel,Eco,776,3,4,3,3,5,5,4,3,3,3,3,3,3,4,0,0.0,1
Female,disloyal Customer,39,Business travel,Business,590,4,3,3,3,3,3,3,3,4,4,4,3,5,3,0,0.0,1
Male,Loyal Customer,23,Personal Travel,Eco Plus,1014,3,3,3,3,4,3,4,4,4,5,2,3,3,4,53,44.0,1
Male,Loyal Customer,62,Business travel,Business,1595,3,4,4,4,1,4,4,3,3,2,3,2,3,3,0,0.0,0
Male,Loyal Customer,35,Business travel,Business,2091,3,3,3,3,3,5,5,5,5,5,5,3,5,3,0,0.0,1
Female,disloyal Customer,32,Business travel,Business,356,2,2,2,2,2,2,2,2,3,5,5,4,5,2,56,44.0,0
Female,Loyal Customer,20,Business travel,Business,731,4,4,4,4,4,4,4,4,5,4,5,4,5,4,0,0.0,1
Male,Loyal Customer,45,Personal Travel,Eco,302,2,4,2,1,3,2,2,3,4,3,5,4,4,3,14,25.0,0
Female,Loyal Customer,20,Personal Travel,Eco,544,1,5,1,2,3,1,1,3,2,1,4,4,4,3,11,2.0,0
Male,Loyal Customer,47,Personal Travel,Eco,1180,3,5,3,5,4,3,4,4,3,3,4,3,4,4,0,0.0,1
Male,Loyal Customer,47,Business travel,Business,240,4,2,2,2,2,3,2,4,4,3,4,4,4,1,0,0.0,0
Female,Loyal Customer,67,Personal Travel,Eco,1158,1,5,2,4,2,5,5,1,1,2,1,4,1,3,12,5.0,0
Male,disloyal Customer,36,Business travel,Eco,789,3,3,3,4,5,3,5,5,2,1,1,1,3,5,42,32.0,1
Male,Loyal Customer,62,Personal Travel,Eco,899,2,4,1,3,1,1,1,1,4,4,5,4,4,1,119,92.0,0
Female,Loyal Customer,30,Personal Travel,Eco,787,3,5,2,1,2,2,2,2,4,3,4,3,4,2,8,13.0,0
Male,Loyal Customer,42,Business travel,Business,2653,2,2,1,2,2,4,5,2,2,2,2,3,2,4,0,0.0,0
Male,Loyal Customer,41,Business travel,Business,1119,3,3,3,3,3,4,5,4,4,5,4,3,4,4,34,26.0,1
Female,Loyal Customer,45,Business travel,Eco,271,4,1,1,1,1,5,4,4,4,4,4,4,4,4,0,0.0,1
Male,Loyal Customer,44,Business travel,Business,594,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,3.0,1
Female,Loyal Customer,43,Business travel,Business,1729,0,0,0,2,1,2,2,1,1,1,1,5,1,1,0,0.0,0
Female,Loyal Customer,25,Business travel,Business,733,4,4,4,4,5,5,5,5,4,3,4,4,5,5,0,0.0,1
Male,disloyal Customer,38,Business travel,Eco,255,3,3,3,4,2,3,2,2,3,2,4,4,3,2,32,20.0,0
Male,disloyal Customer,26,Business travel,Business,1744,5,5,5,1,3,0,3,3,3,2,4,4,5,3,0,0.0,0
Male,Loyal Customer,31,Personal Travel,Eco,1195,2,4,2,1,5,2,1,5,4,2,3,4,4,5,0,7.0,1
Male,Loyal Customer,40,Business travel,Business,1050,4,4,1,4,5,1,5,5,5,5,5,2,5,3,0,0.0,1
Female,Loyal Customer,31,Business travel,Business,502,3,3,5,3,4,4,4,4,4,3,4,3,5,4,0,16.0,1
Male,Loyal Customer,49,Business travel,Eco Plus,86,2,3,3,3,1,2,1,1,2,2,4,2,3,1,0,0.0,0
Male,Loyal Customer,12,Personal Travel,Eco,391,3,4,3,3,1,3,1,1,2,1,3,3,3,1,40,39.0,0
Male,Loyal Customer,34,Business travel,Business,1938,4,4,4,4,4,4,5,5,5,5,5,5,5,5,0,0.0,1
Female,disloyal Customer,39,Business travel,Business,442,1,1,1,1,2,1,2,2,3,2,5,5,5,2,0,0.0,0
Female,Loyal Customer,45,Business travel,Eco,696,5,3,3,3,1,4,1,5,5,5,5,4,5,5,8,0.0,1
Male,disloyal Customer,19,Business travel,Eco,101,1,0,1,5,4,1,4,4,5,5,2,1,1,4,0,0.0,0
Female,Loyal Customer,47,Business travel,Business,2898,2,5,3,3,4,3,3,2,2,2,2,2,2,2,0,28.0,0
Male,disloyal Customer,20,Business travel,Eco,436,2,1,2,3,5,2,5,5,1,1,4,3,4,5,2,0.0,1
Female,disloyal Customer,33,Business travel,Business,577,2,2,2,3,4,2,3,4,3,2,5,5,5,4,0,0.0,1
Male,Loyal Customer,45,Business travel,Business,489,5,5,5,5,5,4,4,4,4,4,4,3,4,4,0,0.0,1
Male,Loyal Customer,47,Business travel,Business,1916,2,2,2,2,2,4,4,4,4,4,4,3,4,3,5,0.0,1
Male,Loyal Customer,52,Personal Travel,Eco,431,1,5,1,2,2,1,2,2,5,5,4,4,5,2,0,0.0,0
Female,disloyal Customer,42,Business travel,Eco,372,4,1,4,3,4,4,4,4,4,3,3,2,4,4,0,10.0,1
Male,Loyal Customer,28,Business travel,Business,1009,1,1,1,1,1,1,1,1,3,1,2,3,2,1,2,6.0,0
Male,Loyal Customer,52,Business travel,Business,3325,1,1,1,1,2,5,5,4,4,4,4,4,4,3,7,15.0,1
Male,Loyal Customer,41,Business travel,Business,106,0,5,1,3,3,1,5,5,5,5,5,3,5,1,82,72.0,1
Male,Loyal Customer,66,Personal Travel,Eco,460,3,5,3,2,3,3,1,3,3,3,5,5,4,3,0,0.0,0
Female,Loyal Customer,73,Business travel,Eco,783,4,5,5,5,4,1,4,4,4,4,4,2,4,3,0,0.0,1
Female,disloyal Customer,47,Business travel,Eco,447,1,5,1,4,2,1,2,2,4,5,4,3,5,2,0,0.0,0
Female,Loyal Customer,33,Business travel,Business,3546,4,4,4,4,5,4,4,5,5,5,5,5,5,4,3,0.0,1
Male,Loyal Customer,39,Business travel,Business,253,2,2,2,2,4,1,2,5,5,5,5,2,5,4,9,13.0,1
Male,Loyal Customer,46,Business travel,Business,2276,5,5,5,5,5,5,4,3,3,3,3,3,3,3,0,0.0,1
Female,Loyal Customer,24,Personal Travel,Eco,1010,3,4,3,1,5,3,5,5,2,3,2,1,1,5,0,6.0,1
Female,Loyal Customer,48,Business travel,Business,453,4,4,4,4,3,4,5,3,3,2,3,4,3,5,0,0.0,1
Female,disloyal Customer,29,Business travel,Business,189,0,0,0,3,5,0,5,5,4,5,5,4,4,5,0,0.0,1
Female,disloyal Customer,21,Business travel,Eco,181,3,2,3,4,3,3,3,3,3,2,4,2,4,3,0,0.0,0
Male,Loyal Customer,43,Business travel,Business,214,5,5,5,5,2,5,5,5,5,5,5,4,5,3,33,23.0,1
Male,Loyal Customer,39,Business travel,Business,1853,5,5,5,5,2,4,5,4,4,4,4,5,4,4,0,22.0,1
Male,Loyal Customer,31,Personal Travel,Eco,762,4,4,4,5,1,4,5,1,4,2,4,4,5,1,1,13.0,0
Male,Loyal Customer,48,Business travel,Business,2123,1,1,1,1,2,4,5,5,5,5,5,3,5,4,2,0.0,1
Female,Loyal Customer,64,Personal Travel,Eco,376,1,5,1,1,2,4,5,4,4,1,4,3,4,4,0,0.0,1
Male,Loyal Customer,66,Business travel,Business,3919,2,5,5,5,1,3,3,2,2,2,2,2,2,3,19,16.0,0
Male,Loyal Customer,21,Personal Travel,Eco,956,3,5,3,1,4,3,4,4,3,5,5,4,4,4,20,15.0,1
Male,disloyal Customer,21,Business travel,Business,1440,0,0,0,3,5,0,5,5,3,4,5,5,5,5,0,0.0,1
Male,Loyal Customer,9,Personal Travel,Eco,337,3,1,3,3,3,3,3,3,2,1,2,4,2,3,23,20.0,0
Male,Loyal Customer,60,Business travel,Eco,1464,4,3,3,3,4,4,4,4,4,1,4,3,4,4,58,87.0,1
Male,Loyal Customer,54,Business travel,Business,1096,5,5,1,5,5,4,5,4,4,4,4,5,4,4,0,0.0,1
Male,Loyal Customer,57,Personal Travel,Eco,1144,3,5,3,4,4,3,4,4,5,3,3,4,4,4,0,13.0,1
Female,Loyal Customer,21,Personal Travel,Eco,369,3,3,4,2,4,4,4,4,3,3,2,2,3,4,0,0.0,1
Male,Loyal Customer,40,Business travel,Eco Plus,404,5,2,2,2,5,4,5,5,2,2,4,1,4,5,0,0.0,1
Female,Loyal Customer,54,Personal Travel,Eco,479,3,3,3,5,2,1,3,3,3,3,3,1,3,2,48,37.0,0
Male,disloyal Customer,30,Business travel,Business,922,2,2,2,3,1,2,1,1,2,4,4,4,4,1,75,74.0,0
Male,Loyal Customer,21,Personal Travel,Eco,1481,4,2,4,4,5,4,5,5,4,1,4,3,4,5,15,66.0,1
Female,Loyal Customer,52,Business travel,Eco Plus,268,1,1,1,1,2,4,3,1,1,1,1,1,1,3,0,8.0,0
Male,Loyal Customer,48,Business travel,Business,2400,4,4,4,4,4,4,5,4,4,4,4,4,4,4,10,0.0,1
Male,Loyal Customer,65,Personal Travel,Eco,1589,2,4,2,3,4,2,4,4,3,2,5,4,5,4,0,0.0,1
Male,Loyal Customer,51,Personal Travel,Eco,337,1,5,1,2,2,1,2,2,5,5,4,5,5,2,31,25.0,0
Male,Loyal Customer,37,Business travel,Business,1737,3,3,1,3,4,3,4,2,2,2,2,2,2,1,0,0.0,0
Male,Loyal Customer,45,Business travel,Business,1475,1,1,3,1,4,4,4,4,4,4,4,5,4,3,0,0.0,1
Female,Loyal Customer,40,Personal Travel,Eco,859,3,3,3,3,3,3,3,3,2,1,3,1,4,3,22,0.0,0
Male,Loyal Customer,69,Business travel,Business,1695,5,5,5,5,3,4,4,4,4,4,4,3,4,5,1,0.0,1
Male,Loyal Customer,28,Business travel,Eco,641,3,2,2,2,3,3,3,3,4,4,4,3,3,3,17,12.0,0
Female,Loyal Customer,42,Business travel,Business,3014,1,3,3,3,1,2,3,2,2,2,1,4,2,1,30,32.0,0
Male,Loyal Customer,46,Business travel,Business,2548,4,4,4,4,2,5,5,4,4,4,4,3,4,5,0,0.0,1
Female,disloyal Customer,30,Business travel,Eco,1077,3,3,3,3,5,3,5,5,1,4,2,4,4,5,5,0.0,1
Female,Loyal Customer,53,Personal Travel,Eco,2079,3,3,2,3,2,2,1,4,4,4,3,1,2,1,104,150.0,0
Female,Loyal Customer,25,Business travel,Business,2309,3,3,3,3,4,4,4,4,5,3,5,3,5,4,35,23.0,1
Male,Loyal Customer,33,Business travel,Business,2029,4,4,4,4,4,4,4,4,2,4,3,4,4,4,0,0.0,1
Female,disloyal Customer,48,Business travel,Eco,170,2,0,3,2,5,3,5,5,4,3,1,1,4,5,21,50.0,1
Male,Loyal Customer,44,Personal Travel,Eco,642,1,4,1,4,1,1,1,1,3,3,5,5,4,1,0,11.0,0
Female,Loyal Customer,52,Personal Travel,Eco,937,1,1,1,3,5,4,4,1,1,1,1,2,1,3,10,3.0,0
Female,disloyal Customer,33,Business travel,Business,395,4,4,4,4,4,4,4,4,5,2,5,5,5,4,20,0.0,1
Female,Loyal Customer,67,Personal Travel,Eco,391,1,4,1,4,5,5,5,1,1,1,4,3,1,5,0,0.0,0
Male,Loyal Customer,15,Personal Travel,Eco,192,2,1,2,3,4,2,4,4,4,3,2,4,2,4,49,50.0,0
Female,Loyal Customer,62,Personal Travel,Eco,453,4,5,4,3,4,2,2,5,3,5,5,2,3,2,140,132.0,1
Male,Loyal Customer,55,Business travel,Business,3098,4,4,4,4,2,5,4,3,3,4,3,5,3,4,4,0.0,1
Male,Loyal Customer,60,Personal Travel,Eco,1127,2,5,2,1,2,2,2,2,3,3,5,4,4,2,0,0.0,0
Female,Loyal Customer,56,Personal Travel,Eco,472,4,2,4,3,1,4,4,1,1,4,1,3,1,2,0,16.0,0
Male,Loyal Customer,55,Business travel,Business,3834,2,2,2,2,4,3,2,5,5,5,5,1,5,5,0,0.0,1
Female,Loyal Customer,62,Personal Travel,Eco,1428,1,5,1,1,5,5,2,4,4,1,4,5,4,5,0,0.0,1
Male,Loyal Customer,56,Business travel,Business,3373,5,5,5,5,2,5,4,5,5,5,5,4,5,3,21,42.0,1
Male,Loyal Customer,39,Personal Travel,Eco,414,2,4,2,1,1,2,1,1,4,2,3,4,4,1,0,0.0,0
Male,Loyal Customer,35,Business travel,Business,3754,3,1,1,1,3,4,4,3,3,3,3,3,3,3,3,0.0,0
Female,Loyal Customer,41,Business travel,Business,1562,4,4,4,4,4,4,4,3,5,2,4,4,4,4,286,262.0,1
Male,Loyal Customer,29,Business travel,Eco Plus,829,3,5,3,5,3,3,3,3,2,5,4,3,3,3,2,9.0,0
Male,Loyal Customer,36,Personal Travel,Eco,258,4,1,4,4,2,4,2,2,4,3,3,3,4,2,0,0.0,0
Female,Loyal Customer,28,Business travel,Eco,629,4,2,2,2,4,4,4,4,2,1,3,1,3,4,114,103.0,0
Male,Loyal Customer,38,Personal Travel,Eco Plus,372,2,0,2,2,2,2,2,2,3,3,3,3,5,2,7,0.0,0
Female,Loyal Customer,24,Business travel,Eco,1096,2,4,4,4,2,2,1,2,2,3,3,4,4,2,30,36.0,0
Female,Loyal Customer,39,Business travel,Business,2140,2,5,2,2,3,4,4,5,5,5,5,3,5,4,0,0.0,1
Male,Loyal Customer,49,Personal Travel,Eco,216,3,0,3,5,5,3,5,5,3,3,5,1,5,5,0,0.0,1
Male,Loyal Customer,50,Business travel,Business,109,2,2,2,2,3,5,2,4,4,4,5,4,4,2,0,0.0,1
Male,Loyal Customer,67,Personal Travel,Eco,859,2,5,2,1,2,2,2,2,5,2,5,3,5,2,26,29.0,0
Female,Loyal Customer,55,Personal Travel,Eco,151,3,5,3,4,3,5,4,2,2,3,5,3,2,5,0,4.0,1
Male,Loyal Customer,43,Personal Travel,Eco,153,1,4,1,3,4,1,4,4,4,4,4,4,4,4,2,0.0,1
Female,Loyal Customer,38,Business travel,Business,337,2,2,2,2,4,3,1,4,4,4,4,4,4,5,0,0.0,1
Male,Loyal Customer,47,Business travel,Business,1846,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,1.0,1
Female,disloyal Customer,20,Business travel,Eco,1050,1,0,0,3,1,0,1,1,4,5,3,3,3,1,0,0.0,0
Female,Loyal Customer,31,Personal Travel,Eco,125,1,1,1,1,3,1,3,3,4,3,2,4,1,3,5,0.0,0
Male,Loyal Customer,50,Business travel,Business,1544,3,3,3,3,2,4,4,4,4,5,4,3,4,3,1,0.0,1
Male,Loyal Customer,58,Business travel,Business,3820,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0.0,1
Female,Loyal Customer,35,Personal Travel,Eco,895,2,2,2,3,3,2,3,3,3,3,2,4,2,3,18,1.0,0
Female,Loyal Customer,29,Business travel,Business,447,1,3,3,3,1,2,1,1,3,2,4,1,4,1,0,0.0,0
Female,disloyal Customer,20,Business travel,Eco,259,1,0,1,4,2,1,2,2,2,5,2,4,5,2,0,7.0,0
Female,Loyal Customer,63,Personal Travel,Eco,605,2,4,2,4,5,4,5,1,1,2,1,5,1,4,0,0.0,0
Female,disloyal Customer,38,Business travel,Eco,719,2,2,2,3,4,2,4,4,2,1,4,1,4,4,0,0.0,0
Female,Loyal Customer,39,Business travel,Eco,421,4,4,3,4,4,4,4,4,4,3,3,3,1,4,0,0.0,1
Male,Loyal Customer,34,Business travel,Business,1809,3,3,5,3,3,3,3,4,4,4,4,5,4,3,29,16.0,1
Female,Loyal Customer,49,Personal Travel,Eco,1416,3,5,3,3,3,4,5,3,5,5,4,5,5,5,210,204.0,1
Male,Loyal Customer,59,Business travel,Business,946,3,3,3,3,5,5,4,4,4,4,4,4,4,4,12,7.0,1
